quote,author,book,parPage,ID,tags,yellowParts,stars,favorite,dateinsert,original,fileUrl,vydal,folder,sourceUrl,
"V našem vývoji přichází čas, kdy skutečně pochopíme, co mysl skutečně je. A začneme to pozorovat, uvědomujeme si, že funguje bez nás. Začneme sledovat mysl v akci. Sledujeme, jak nás to deprimuje. Sledujeme, jak nás to zlobí. Sledujeme, jak nám dělá radost. Sledujeme sami sebe, když dosáhneme něčeho velkého, a myslíme si, že jsme důležití. Už jen samotné sledování způsobí, že půjdete dále ve svém vývoji. Neboť to vám ukazuje, že já možná nemohu být myslí, protože jsem to celou tu dobu sledoval. Sledoval jsem, jak mé myšlenky přinášejí minulost a činí mě nešťastným, vnášejí do mého života strach, jako by se v budoucnu mělo stát něco špatného, ​​pokud si nebudu dávat pozor. Pozorovali jsme, jak nám to mysl dělá.

Pak si konečně řekneme: ""Kdo je tento pozorovatel? Kdo je tato osoba, která sledovala mysl?"" Musíme proto upřímně říci: ""Nevím. Nevím, kdo jsem. Nemám ponětí, kdo se díval, ale musím přiznat, že jsem se díval. Celé ty roky jsem si myslel, že když jsem řekl „já"", měl jsem na mysli svou mysl. Věřil jsem, že moje mysl je „já."" Ale teď, když se dívám, jak se zlobím, jak se dívám, jak upadám do deprese nebo jsem šťastný, uvědomuji si, že jsem oddělený z mé mysli. Proto: ""Kdo jsem? Odkud jsem přišel? Je úžasné, že jsem schopen sledovat svou mysl, jak mi všechny tyto věci dělá. Ale teď vím, že existuje 'Já'. Kdo je to já ? Nevím. Jak to mohu zjistit?""

Ztišením, mlčením. Tím, že dovolím své mysli, aby se vyprázdnila od všech myšlenek, a jak stále sleduji svou mysl v akci, aniž bych na to reagoval, všiml jsem si, že se se mnou děje něco velmi zajímavého. Všiml jsem si, že se cítím šťastnější. Cítím se klidnější a cítím se silnější. Všiml jsem si, že jsem ztratil strach, frustraci a dokonce i moje hledání pravdy se zpomalilo, protože začínám chápat, že vlastně není co hledat. Všechno je tady. Všechno, co jsem vždy chtěl, je tady. Úžasný objev. Přesto stále nevím, kdo jsem. Ale začínám chápat, že nemusím vědět, kdo jsem. Není nutné vědět, kdo jsem. sledujete? Nemusím vědět, kdo to je. Jaký úžasný objev. Nemusím chodit dokola a hledat to já, ani přemítat, kdo jsem byl, který celé ty roky sledoval mysl v akci. Musím se prostě uklidnit. Buď v klidu a věz, že já jsem Bůh. A to sledování celé ty roky způsobilo, že jsem ztichl. Jinými slovy, jak praktikujete pozorování svých myšlenek a všímavosti, vaše mysl se stává tišší a tišší a tišší. A do té míry, do jaké se vaše mysl stává tišší a tišší, do té míry se vám vaše vědomí odhaluje jako absolutní realita.

Nyní, když mluvíme o absolutní realitě nebo Parabrahmanu, neexistují žádná slova, protože všechno, o čem bych vám řekl, by bylo zbytečné. Učíme se proto mlčet. Už se nepleteme do komplikací. Udržujeme svůj životní styl jednoduchý. Vlastně se přestáváme bát o budoucnost, o naši existenci nebo o cokoli jiného. Něco nám zevnitř říká, že stejná síla, která ví, jak přimět jablka, aby rostla na jabloních, květiny tak krásně kvetly, manga rostla na mangovníkách, pšenice rostla na polích, a přesto je slunce tak akorát, deště tak akorát, tak akorát všeho k udržení a udržení jejich růstu. Něco mi říká, že stejná síla ví, jak se o mě postarat. Mohu tedy být sám sebou, ticho.

Robert Adams",Adams Robert,,,156,pozorovat mysl#ztišení mysli#mlceni#vyprázdnění šťastnějším#buď tich#bud tich a vez#se postara#je postarano#****,,,,2023-07-05.,,,,,fb:Rober Adams,
"""Když je člověk skutečně na duchovní cestě [zapomeň] na čas. Neptej se, jak dlouho to trvá nebo kdy budu [osvícený]. Dělej práci, která je nezbytná, a zbytek nech na Bohu. ""

~ Robert Adams (americký mystik Advaita 20. století)",Adams Robert,,,157,pracuj teď ostatní bohu,,,,2023-07-05.,,,,,fb:Rober Adams,
"To, co vidíš v tomto světě, jsi jen ty sám.
Nikdy nemůžete vidět nic jiného. Kdekoli
podíváš se, uvidíš sám sebe. Pokud máte
potíže, všude uvidíte potíže.
Pokud jste v míru sami se sebou, budete
vidět všude mír. Ty jsi příčinou
a tvůrce vašeho konkrétního světa, a přesto,
máte moc to změnit tím, že se vrátíte
uvnitř a nereagovat na věci tohoto
jakýkoli svět.
~Robert Adams",Adams Robert,,,158,mír#nereagovat,,,,2023-07-05.,,,,,fb:Rober Adams,
"Robert Adams: __
Robert: Je dobré být zase s tebou, dny utíkají tak rychle. Léta letí. Tvůj život letí. Než se nadějete, budete mimo své tělo a kde budete? Kde budeš? To je určeno tím, co víte. Pokud víte, kdo jste, nebudete nikde. Pokud si myslíte, že víte, kdo jste, někde budete. Kam půjdeme, záleží na našich myšlenkách. Mysl je stejná, dokonce i po takzvané smrti. Vaše myšlenky určují, kam půjdete.

Například: Pokud věříte v nebe a peklo. Pokud věříte v peklo více než v nebe, ocitnete se po opuštění těla v pekelné situaci. Ale vy jste tu situaci vytvořili. Nikdo tě tam nepošle. Nemá vás kdo nikam poslat. Místo, kam jdete, vytváříte tím, co znáte. Pokud věříte, že si zasloužíte jít do nebe, ocitnete se v nebeském místě. Ale to je jen na krátkou dobu. Pak převezme vládu zákon karmy a vezme vás tam, kde máte být. Můžete se znovu inkarnovat na této planetě. Nebo můžete jít na jinou planetu.

Proto se inteligentnímu člověku nechce nikam chodit. Inteligentní člověk nikdy neumírá. Protože inteligentní člověk se nikdy nenarodil. Není kam jít a není co dělat. Prostě splynete s vědomím. Stáváte se vědomím. Stáváte se všudypřítomným a jste vždy šťastní.

Přesvědčení a předurčení
Od Roberta Adamse. ❤️❤️❤️",Adams Robert,,,159,mysl po smrti#inteligentní nechce nikam chodit#karma#splynete s vědomím#všudypřítomný,,,,2023-07-05.,,,,,fb:Rober Adams,
"Existuje něco krásnějšího, velkolepějšího, úžasnějšího, než si kdy dokážete představit, co existuje ve vás, což je substrát veškeré existence.
Abyste však mohli pocítit tuto radost, tuto blaženost, abyste našli toto úplné osvobození od takzvaných životních zátěží, musíte sáhnout sami za sebe. Musíte se něčeho vzdát. Nemůžete zůstat takoví, jací jste, se stejnou povahou, stejnými hodnotami, stejnými předpojatými představami, stejnými koncepty a být svobodní. Nemůžeš to udělat. Musíte udělat něco o tváři a úplně se vzdát všech svých představ o životě, úplně se vzdát svého ega, své mysli, svého těla, svých předpojatých představ.
Komu to odevzdáte? Ke svému Já. Myslel sis, že řeknu: ""Bohu."" Ale kdo je podle tebe Bůh? Bůh nechce tvé problémy. Proč byste měli dávat Bohu své břemeno?
Zjistěte, kdo je tento Bůh, odkud se tento Bůh vzal, a brzy si uvědomíte, že jste stvořili Boha ke svému obrazu. Takový Bůh neexistuje, ale je to lepší než nic. Je dobré vědět, že máš někde velkého tátu. (studenti se smějí) Komu můžeš plakat. (smích) Někoho, na koho můžete křičet a vinit ze všech svých problémů.
Přesto, jak rosteme, jak se rozvíjíme, jak necháváme odejít všechny ty věci, které jsme drželi, se něco stane. Stáváme se lehčími. Zdá se, že zátěž sama zmizí. Jediné břemeno, které jste kdy měli, je vaše mysl. Jiná zátěž neexistuje. Podívejte se, jestli dokážete na pár sekund zastavit svou mysl a uvidíte, jak jste klidní. Kde nejsou žádné myšlenky, nejsou tam žádné starosti, nejsou tam žádné strachy, nejsou tam žádné úzkosti, nejsou žádné touhy, žádné touhy, žádná chamtivost, žádná zranění, žádní nepřátelé.
Je to mysl, myšlenky, které způsobují, že k nám tyto věci přicházejí. Tyto podmínky vlastně vytváříme. Vytváříme si vlastní realitu. Takže pokud opravdu chcete svobodu, osvobození, nehledejte toto. Není nikde k nalezení, protože již existuje ve vás samých.
Už tím jste, tak kde to můžete hledat? Kdo ti to může dát? 🎋🌾
Robert Adams",Adams Robert,,,160,vzdát se predstav o životě#vzdát se předsudků#vzdát se těla#vzdej se představy Boha#***#klid pár sekund,,,,2023-07-05.,,,,,fb:Rober Adams,
"""Você é aquele silêncio, o silêncio alem das palabras, alem dos pensamientos, além de desejo, that silêncio perfeito, a quietude, além de vacio, alem da mind. Você é isso. Vocsimê sempre foi as.""

#robertadams",Adams Robert,,,161,robertadams,,,,2023-07-06.,,,,,fb:Rober Adams,
"„Když skutečně pochopíte, kdo jste, zažijete čisté štěstí.

Štěstí, o kterém jsi jen snil, štěstí v Tichu, když se nic neděje, ale jsi šťastný.

Vždy šťastný, vždy v míru. Všichni bohové, ke kterým ses celý život modlil, všichni Buddhové, ke kterým jsi se uchýlil, Krišnové, Kalmiové, Šivové, Kristus, Alláh, ti všichni jsou ve vás. To jsi ty. Je jen jedno Já a vy jste To.

Přemýšlejte o tom.

Toto poznání vám okamžitě přináší věčné nekonečné štěstí.

Když začnete chápat, kdo jste, svou Božskou přirozenost, že nejste tělo, nejste mysl, jakmile pochopíte svou Nekonečnou přirozenost, kdo skutečně jste a nic jiného neexistuje, okamžitě se stanete šťastnými.

Štěstí je vaší přirozeností. Štěstí a Já jsou synonyma.

Vědomí, Absolutní realita a čisté vědomí jsou synonyma. Existuje pouze Jeden. Má mnoho jmen, ale Jedno prostupuje celým prostorem a časem.

A je to jediná existence a vy jste To. Žádná jiná existence neexistuje. Probuďte se této pravdě. Jsi jediný, kdo existuje. A ty jsi Vědomí.""

~ Robert Adams (Silence of the Heart: Dialogy with Robert Adams)
🙏💛💛🌈",Adams Robert,,,162,**#ty jsi To#štěstí ticha,,,,2023-07-06.,,,,,fb:Rober Adams,
"""Neber nic moc vážně. Jen pozoruj svět kolem sebe, a přesto na něj nereaguj. Všechno pozoruj, buď ve střehu, ale nech to být. Nesnaž se nic vlastnit a nesnaž se ničeho vzdát. Jen buď sebe. Neměj pocit, že já jsem ten, kdo to dělá. Nech své tělo, ať si jde za svým, ale ty zůstaň u 'já' a všechno půjde dobře s tebou.""

~ Robert Adams",Adams Robert,,,163,neber moc vážně#neraguj ve střehu#nesnaž se vlastnit#nesnaž se vzdát#nekonatel#nech tělo jít za svým#****,,,,2023-07-06.,,,,,fb:Rober Adams,
"CESTY K SEBErealizaci
Nejhorší věc, kterou můžeš udělat, je soudit sám sebe.
Nikdy se nesuďte. Ani se na sebe nedívej
hodně. Uvědomte si svou božskou podstatu a nedovolte své
problémy se k vám dostat. Pochopte, že nejste vaši
problémy. Vy nejste tělo. Vy nejste myšlenky
nebo mysl. A začněte tím, že budete ovládat své myšlenky. Dělat
nedovolte, aby vaše myšlenky byly větší než vy.
Bez ohledu na to, co vám vaše myšlenky říkají, neposlouchejte.
Pamatujte, že vaše myšlenky nejsou vašimi přáteli. Tvoje myšlenky
pokusit se tě zmást, zmást. A oni vám všechno řeknou
druhy věcí. Neposlouchejte své myšlenky, dokonce ani vaše
dobré myšlenky. Překonat všechno, jít za své
myšlenky na vaši blaženost, na vaši radost a na vaše štěstí.
~Robert Adams",Adams Robert,,,164,nesuď se#nejsem tělo#nejsem mysl#nenech myšlenku přerůst#myšlenka nástroj ne přítel#za mysl#***,,,,2023-07-06.,,,,,fb:Rober Adams,
"Nenechte se oklamat světem. Znovu a znovu opakuji.
Svět se zdá být velmi silný. Nutí vás to chtít věci. Říká vám, abyste usilovali o to, usilovali o to, abyste byli úspěšní. To vše je iluze.
Už jste úspěšní. Všechny vaše potřeby budou uspokojeny, pokud budete mít víru a důvěřovat silám, které jsou, které jsou ve vás i bez vás.
Vždy o vás bude postaráno. O tom není pochyb. Nemáš se absolutně čeho bát. Nemáš se absolutně čeho bát. Všechno je správně tak, jak to je. Nikdy nebyly žádné chyby.
Nechte svět na pokoji, mentálně. Fyzicky budete tíhnout tam, kde byste měli být a procházet zkušenostmi, kterými byste měli projít. Přesto na ně nereagujte, nechte vše být.

Robert Adam💕❣",Adams Robert,,,165,neoklamat světem#ne úspěšný#je postarano#ptactvo polní#nech svět#situace mají přijít#nereaguj#****,,,,2023-07-06.,,,,,fb:Rober Adams,
"Robert Adams mluví: --
Tras la muerte de Ramana Maharshi, Robert Adams pokračují přes cestu, y durante los diecisiete años siguientes conoció a mnoho maestros a instruktorů (entre ellos a Krishnamurti y Nisargadata Maharaj con quien estuvo seis, complimentary meses), ilustrované ud. Robert Adams fue un jnani (conocedor de la Verdad), que compartió abiertamente su sabiduría con todos aquellos buscadores te la verdad que acudieron a él. Aunque nunca deseó ser un guru en el sentido tradiční, tuvo estudiantes de todos los lugares en los que permaneció un breve periodo de tiempo. Pasó sus últimos años v Sedoně, Arizona. Jamás intentó conseguir notoriedad ni un gran número de seguidores; de hecho, ni siquiera permitió en ningún momento que se publicara su fotografía.

Las enseñanzas de Adams, sencillas, directas, claras y profundas, tienen sus raíces en la tradición Advaita o no-dualidad. Como su guru Ramana, Robert Adams hizo hincapié en la importancia de trascender el ""yo"" individuální mediante el proceso de indagación de sí mismo, para poder percibir y comprender finalmente la realidad del Sí-mismo único que se manifyingta en todoe. La esencia de su filosofía era: No eres ni tu cuerpo ni el hacedor. Todo es consciencia. Todo está bien.

(Extraído de: Místicos, maestros y sabios: Relatos de iluminación, Ed. Kairós)",Adams Robert,,,166,,,,,2023-07-07.,,,,,fb:Rober Adams,
"Existuje tolik konceptů.
Existuje tolik učení.
Stane se z vás velmi inteligentní idiot.
~Robert Adams",Adams Robert,,,167,koncept#pandit#inteligentní idiot,,,,2023-07-07.,,,,,fb:Rober Adams,
"""Nikdy nezačínejte s tím, že jste lidská bytost, máte zkušenosti, snažíte se seberealizovat, ale raději ve svém srdci pociťujte, že jste již seberealizovaní a snažíte se tuto skutečnost probudit."" Robert Adams 💕😘",Adams Robert,,,168,****#obvinen zrozenim#obvinění osobou#cvičení jako realizován,,,,2023-07-07.,,,,,fb:Rober Adams,
"""[Jestli si myslíš, že máš problém,] drž mě, kdo si myslí, že to má problém. Jakmile se mě nebo mě začneš držet, problém se začne rozplývat sám od sebe a ty začneš smát se... Protože je prakticky nemožné, aby vaše skutečné Já mělo problém.

Neboť vaše skutečné Já je všudypřítomné, absolutní. Vaše skutečné Já je prázdnota, nirvána, čistá inteligence. Vaše skutečné Já je všudypřítomné, je všude přítomné zároveň. Když pochopíte, kdo jste, už vás nic nebude rušit.

Nyní se mě lidé ptají: 'Pokud vyvinu smysl pro sebe a budu ho následovat až k jeho vyvrcholení, znamená to, že už nikdy nebudu mít problém?' A musím se smát, když se mě lidé ptají, že pokud se ztotožňujete se mnou, je to já, kdo má problém.

Takže když řeknete: 'Už nikdy nebudu mít problém?' porážíš svůj vlastní záměr. Neboť jsem plný problémů, nejen z tohoto života, ale z předchozích existencí. Trik je následovat já ke zdroji, a pak já zmizí, úplně, úplně, absolutně. A když zmizí já, zmizí i váš problém.""

~ Robert Adams (americký mystik Advaita 20. století)",Adams Robert,,,169,problemy#problem#problém,,,,2023-07-08.,,,,,fb:Rober Adams,
"""Pravdou je, že nejsi to, co si myslíš, že jsi. Žádná věc není to, co si myslíš, že je. Neexistuje nic, co by skutečně existovalo tak, jak to vypadá. Vím, že to zní divně a legračně, když o tom poprvé přemýšlíš. můžete vsadit svůj život, že se cítíte naživu. Máte pocit, jako by se s vámi a vašimi záležitostmi něco dělo. Věříte, že procházíte určitými okolnostmi. A přesto, kdo to cítí? Ne vy. Opravdu nemáte žádný život. Když začnete přemýšlet za těchto podmínek a začnete skutečně cítit, co vám říkám, že skutečně neexistujete, nemáte žádný účel, neexistuje žádný duchovní rozvoj a nemusíte ničeho dosáhnout, myslete na to, jak svobodní vás to činí. Jsi zcela svobodný. Není nic, co by tě svazovalo. Není nic, co by tě drželo dole nebo nahoře. Jsi absolutní svoboda'

Robert Adams
22. března 1992",Adams Robert,,,170,nejsi co myslíš,,,,2023-07-08.,,,,,fb:Rober Adams,
"„Uvědomění si [je], že vše, co vidíte, vesmír, lidi, červy, hmyz, minerální říši, rostlinnou říši, vaše tělo, vaši mysl, vše, co se objeví, je projev vaší mysli. Vše, co vám vaše smysly ukazují, je emanací mysli. Přemýšlej o tom! Všechno v tomto vesmíru, osoba, místo nebo věc, všechno, vaše tělo, vaše myšlenky, stvoření, Bůh, všechno, na co můžete myslet, všechno, a tím myslím všechno, je projekcí vaší mysli.“
„Když zavřeš oči, zmizí to. Když spíte, překonáte to. Ale když jste vzhůru, svět existuje. Svět existuje jen proto, že existuje vaše mysl, a vaše mysl existuje, protože existuje vaše ego.“
„Kdo tedy jsem? Chvíli mlčte. Víte, že to funguje, když začnete cítit tichý, láskyplný pocit. Začnete cítit klid, který jste dosud necítili. Začínáš mít pocit, že je všechno v pořádku."" 💕😊 Robert Adams",Adams Robert,,,171,emanace myslí#kdo jsem? neodpovidejte#klid#hluboky spanek#spanek,,,,2023-07-08.,,,,,fb:Rober Adams,
"Robert Adams mluví: --
Robert: Je dobré být zase s tebou, dny utíkají tak rychle. Léta letí. Tvůj život letí. Než se nadějete, budete mimo své tělo a kde budete? Kde budeš? To je určeno tím, co víte. Pokud víte, kdo jste, nebudete nikde. Pokud si myslíte, že víte, kdo jste, někde budete. Kam půjdeme, záleží na našich myšlenkách. Mysl je stejná, dokonce i po takzvané smrti. Vaše myšlenky určují, kam půjdete.

Například: Pokud věříte v nebe a peklo. Pokud věříte v peklo více než v nebe, ocitnete se po opuštění těla v pekelné situaci. Ale vy jste tu situaci vytvořili. Nikdo tě tam nepošle. Nemá vás kdo nikam poslat. Místo, kam jdete, vytváříte tím, co znáte. Pokud věříte, že si zasloužíte jít do nebe, ocitnete se v nebeském místě. Ale to je jen na krátkou dobu. Pak převezme vládu zákon karmy a vezme vás tam, kde máte být. Můžete se znovu inkarnovat na této planetě. Nebo můžete jít na jinou planetu.

Proto se inteligentnímu člověku nechce nikam chodit. Inteligentní člověk nikdy neumírá. Protože inteligentní člověk se nikdy nenarodil. Není kam jít a není co dělat. Prostě splynete s vědomím. Stáváte se vědomím. Stáváte se všudypřítomným a jste vždy šťastní.

Přesvědčení a výchozí nastavení
Od Roberta Adamse... ❤️",Adams Robert,,,172,nezrozen,,,,2023-07-08.,,,,,fb:Rober Adams,
